"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","1","1","T0_T3","c_Viruses","VPC",-34399.4314143572,61436.0142163554,0.0726817351162067,"LM_AP"
"NJ2020","1","1","T0_T6","c_Viruses","VPC",56105.1883439944,71773.315363877,0.080285144818848,"LM_AP"
"NJ2020","1","1","T0_T17","c_Viruses","VPC",41988.499063126,22063.9235373206,0.265869482950283,"LM_AP"
"NJ2020","1","1","T0_T20","c_Viruses","VPC",46274.6938226684,14644.445479067,0.434409887268027,"LM_AP"
"NJ2020","1","1","T0_T24","c_Viruses","VPC",36961.1594536967,10913.6663001578,0.417538806126723,"LM_AP"
"NJ2020","2","1","T0_T3","c_Viruses","VPC",-297654.584221759,262499.356396663,0.243253498820696,"LM_AP"
"NJ2020","2","1","T0_T6","c_Viruses","VPC",1016702.20326936,789989.384544449,0.191342554591781,"LM_AP"
"NJ2020","2","1","T0_T17.5","c_Viruses","VPC",117091.32338005,288183.563639525,0.0162405205072826,"LM_AP"
"NJ2020","2","1","T0_T20.5","c_Viruses","VPC",345724.710646688,218247.92790615,0.161795744418069,"LM_AP"
"NJ2020","2","1","T0_T24","c_Viruses","VPC",872611.506014137,252420.847221857,0.427562452752333,"LM_AP"
"NJ2020","3","1","T0_T3","c_Viruses","VPC",172224.591329077,184476.286637671,0.178911821697715,"LM_AP"
"NJ2020","3","1","T0_T6","c_Viruses","VPC",167789.623312011,100615.802040549,0.284325267101792,"LM_AP"
"NJ2020","3","1","T0_T9","c_Viruses","VPC",-245702.914001424,154149.129532105,0.202590793914194,"LM_AP"
"NJ2020","3","1","T0_T12","c_Viruses","VPC",-422044.06538735,109348.293470196,0.533995922395173,"LM_AP"
"NJ2020","3","1","T0_T24","c_Viruses","VPC",-308390.902629709,52365.9333422579,0.68430670455458,"LM_AP"
"NJ2020","4","1","T0_T3","c_Viruses","VPC",-201705.756929635,289968.853046483,0.10791462681508,"LM_AP"
"NJ2020","4","1","T0_T6","c_Viruses","VPC",784754.797441361,260625.111601111,0.564308441935126,"LM_AP"
"NJ2020","4","1","T0_T9","c_Viruses","VPC",716119.402985068,204970.52916293,0.549679622315342,"LM_AP"
"NJ2020","4","1","T0_T12","c_Viruses","VPC",473980.099502486,143988.114722768,0.454605294930114,"LM_AP"
"NJ2020","4","1","T0_T24","c_Viruses","VPC",27627.9317697215,92700.9982684109,0.00552082066600109,"LM_AP"
"NJ2020","5","1","T0_T3","c_Viruses","VPC",181378.820184777,554514.697175157,0.0260509327081745,"LM_AP"
"NJ2020","5","1","T0_T6","c_Viruses","VPC",-590796.019900506,272070.079975206,0.4024930991499,"LM_AP"
"NJ2020","5","1","T0_T9","c_Viruses","VPC",-425742.71499645,150615.447850199,0.444140540373704,"LM_AP"
"NJ2020","5","1","T0_T12","c_Viruses","VPC",-362935.323383085,95038.431088964,0.528702718477541,"LM_AP"
"NJ2020","5","1","T0_T24","c_Viruses","VPC",-243626.510305616,46633.6211503396,0.630424991578829,"LM_AP"
"NJ2020","6","1","T0_T3","c_Viruses","VPC",-154655.294953812,117225.207053208,0.303203173666435,"LM_AP"
"NJ2020","6","1","T0_T6","c_Viruses","VPC",-805508.173418627,155048.545650741,0.794057687355374,"LM_AP"
"NJ2020","6","1","T0_T9","c_Viruses","VPC",-926382.373845065,329537.56856396,0.441422313925759,"LM_AP"
"NJ2020","6","1","T0_T12","c_Viruses","VPC",-566645.34470505,227643.803157166,0.322775364861432,"LM_AP"
"NJ2020","6","1","T0_T24","c_Viruses","VPC",-318210.732054017,109569.425028238,0.345183751681116,"LM_AP"
"NJ2020","7","1","T0_T3","c_Viruses","VPC",-9779.67306325725,54501.2102731636,0.00798535945454476,"LM_AP"
"NJ2020","7","1","T0_T6","c_Viruses","VPC",91130.0639658846,56125.5441016489,0.27358349119982,"LM_AP"
"NJ2020","7","1","T0_T9","c_Viruses","VPC",37822.3169864955,33972.2276040802,0.110281085761578,"LM_AP"
"NJ2020","7","1","T0_T12","c_Viruses","VPC",3732.76474768995,23339.9689542292,0.00196364827132055,"LM_AP"
"NJ2020","7","1","T0_T24","c_Viruses","VPC",6364.6055437099,13897.5812676741,0.0129386423521059,"LM_AP"
"NJ2020","1","1","T0_T3","c_V1","VPC",-7436.45979675916,64299.9578797072,0.0033327389195592,"LM_AP"
"NJ2020","1","1","T0_T6","c_V1","VPC",56848.6497842355,55753.0089743838,0.129319615983002,"LM_AP"
"NJ2020","1","1","T0_T17","c_V1","VPC",40099.2508927498,17816.0304928172,0.3362463335057,"LM_AP"
"NJ2020","1","1","T0_T20","c_V1","VPC",45049.9595736881,11900.0594473923,0.524357710144433,"LM_AP"
"NJ2020","1","1","T0_T24","c_V1","VPC",36029.1927249327,9048.53582641364,0.49771611601762,"LM_AP"
"NJ2020","2","1","T0_T3","c_V1","VPC",-276550.069633237,216447.349883581,0.289830944469567,"LM_AP"
"NJ2020","2","1","T0_T6","c_V1","VPC",1077464.19255808,793172.31357591,0.20862064205709,"LM_AP"
"NJ2020","2","1","T0_T17.5","c_V1","VPC",143791.024422711,286966.417463325,0.0244924394678575,"LM_AP"
"NJ2020","2","1","T0_T20.5","c_V1","VPC",329753.881041234,212134.95320955,0.156738074022237,"LM_AP"
